created_at_est,polarity,tweet
2021-09-01 15:32:05-04:00,1,"@Kristennetten @StianWalgermo @Tesla @ARKInvest @WholeMarsBlog @alex_avoigt @Teslarati @TeslaPodcast @mortenlund89 I was in the Berlin paint shop talking to the team on my last visit. It’s gonna be great!   But bear in mind that it takes about a year for a new factory to reach volume production. Production is super hard work, which is why I have great respect for those who do it."
2021-09-01 14:33:17-04:00,0,@StianWalgermo @Tesla @ARKInvest @WholeMarsBlog @alex_avoigt @Teslarati @TeslaPodcast @mortenlund89 @Kristennetten Norway FTW 🇳🇴 💕
2021-09-01 14:28:54-04:00,1,@Max9907826460 @TeslaratiTeam Our new crane!
2021-08-31 04:08:24-04:00,1,"@coffeetabletsla @Ali_Tesla585 @NYKChannel Good point, agreed."
2021-08-31 04:07:06-04:00,0,@Ali_Tesla585 @NYKChannel This might be part of the problem: “GM is warning owners not to charge their Bolts in or near their homes overnight”    https://t.co/HIgO979oJ7
2021-08-30 18:18:03-04:00,1,@JeffTutorials Thank for bringing this up. Tesla will expedite service center openings. Have you tried our mobile service that comes to you?
2021-08-30 05:57:47-04:00,0,@SamTwits @truth_tesla @DougCoupland @Grimezsz ~110k
2021-08-30 05:55:34-04:00,0,@truth_tesla @DougCoupland @Grimezsz I added the Archangel-12 part … and obviously have a fondness for the letter X
2021-08-29 00:28:43-04:00,1,@teslaownersSV Of course
2021-08-28 04:26:53-04:00,1,@teslaownersSV Sure
2021-08-26 00:49:21-04:00,1,@WholeMarsBlog Tesla China rocks!
2021-08-25 19:19:06-04:00,1,@TeslaTruckClub Nice
2021-08-23 16:55:11-04:00,1,"@TeslaGong @PPathole @SpaceX There is a profound difference between single-planet &amp; multiplanet species.   If we are able to visit other stars one day, we may discover many long-dead single-planet civilizations."
2021-08-23 03:43:50-04:00,1,@teslaownersSV I never said this!
2021-08-21 02:18:18-04:00,1,"@WholeMarsBlog @FutureJurvetson @Tesla @karpathy Bot is not directly on the path of accelerating a sustainable energy future, but it aspirationally improves the probability that the future is good"
2021-08-21 02:03:27-04:00,0,@FutureJurvetson @Tesla @karpathy Pretty wild
2021-08-20 00:08:53-04:00,0,"@teslaownersSV @westcoastbill We have almost all the pieces needed for humanoid robots, since we already make robots with wheels"
2021-08-18 06:36:21-04:00,0,@CodingMark @Tesla True
2021-08-14 22:14:59-04:00,1,@TylerG1998 @Teslarati @RDAnglePhoto Real time
2021-08-14 22:12:53-04:00,1,"@Teslarati @RDAnglePhoto First orbital stack of Starship should be ready for flight in a few weeks, pending only regulatory approval"
2021-08-14 15:16:32-04:00,1,@AustinTeslaClub @AustinDeSisto We will make it happen!
2021-08-14 10:59:55-04:00,1,@TeslaOwnersEBay @AustinTeslaClub @JaneidyEve @Manic_Marge @brookec_4 @Kristennetten @OwenSparks_ @Inelonwetrust__ @CodingMark @WhatsupFranks ♥️♥️
2021-08-14 10:56:01-04:00,1,@BLKMDL3 @TeslaCharging Major Supercharger openings in west LA coming soon!
2021-08-13 18:11:41-04:00,0,@999BPM @tesla_adri @WholeMarsBlog As Jeffrey Besos is amply demonstrating
2021-08-13 18:09:03-04:00,0,@999BPM @tesla_adri @WholeMarsBlog No amount of money can defy physics
2021-08-12 07:17:50-04:00,0,"@CathieDWood Tesla makes cars for export in first half of quarter &amp; for local market in second half.   As publicly disclosed, we are operating under extreme supply chain limitations regarding certain “standard” automotive chips.   Most problematic by far are Renesas &amp; Bosch."
2021-08-12 00:47:59-04:00,1,@alex_avoigt @sparkpaul @techhmt @Teslarati @KlenderJoey Yup
2021-08-11 17:16:41-04:00,1,@Teslarati @KlenderJoey I’d recommend they get their first plant working. It’s insanely difficult to reach volume production at affordable unit cost.
2021-08-11 14:34:59-04:00,1,@Teslarati @ResidentSponge It’s gonna be awesome
2021-08-06 18:42:12-04:00,1,@teslaownersSV Long time
2021-08-06 04:05:04-04:00,0,@IvanEscobosa @ajtourville @Tesla Probably
2021-08-06 03:25:28-04:00,0,"@ajtourville @Tesla Tesla Automation (Deutschland) built a specialized machine to wrap the rotor with carbon fiber at precise tension.   If too low, it would come loose at low temp, due to CTE differences. If too high, it would snap at high temp &amp; rpm."
2021-08-05 02:31:39-04:00,0,"@cleantechnica Yeah, seems odd that Tesla wasn’t invited"
2021-08-05 02:29:15-04:00,1,@teslaownersSV @WalterIsaacson He’s shadowed me for several days so far
2021-08-04 23:05:10-04:00,0,"If you’re curious about Tesla, SpaceX &amp; my general goings on, @WalterIsaacson is writing a biography"
2021-08-04 10:47:12-04:00,0,@AustinTeslaClub That is the goal. Our official name is actually Space Exploration Technologies. SpaceX is short form.
2021-08-04 01:26:43-04:00,0,"@teslaownersSV @NASA I thought we had lost for sure. We were just a tiny company back then, only 1 of 4 launches got to orbit &amp; I had no money left. Out of the blue, a few days before Christmas, NASA calls to say we won."
2021-08-04 01:18:14-04:00,0,"@teslaownersSV @NASA Just want to say thanks to those in government who fight hard for the right thing to happen, despite extreme pressure to do otherwise.   Therein lies the core goodness of the American state."
2021-08-04 01:09:38-04:00,1,"@teslaownersSV @NASA I do love NASA, always have"
2021-08-04 01:01:15-04:00,1,@teslaownersSV @NASA It’s true
2021-08-03 22:41:15-04:00,0,@teslaownersSV The sheer amount of time Tesla has spent dealing with bike lane is staggering. Short answer … yes.
2021-08-03 14:28:39-04:00,1,@TeslaFruit Thanks Sandy!
2021-08-02 19:02:44-04:00,0,"@Teslarati @KlenderJoey Hard to believe it’s been 15 years already.   Those goals actually precede the creation of Tesla by many years. Goes back to probably ~1992 when I was in college. However, at the time, I thought the chance of achieving those goals was very low."
2021-08-02 17:05:13-04:00,0,@tesla4k @MatanMazursky It was difficult
2021-07-31 21:35:54-04:00,1,@Teslarati 👍
2021-07-31 17:47:56-04:00,0,@doge_southern @truth_tesla @ConsumerReports They do
2021-07-31 17:42:36-04:00,0,"@truth_tesla @ConsumerReports Reason we hustled so much to get Autopilot V1 out was that someone driving non-Autopilot Tesla fell asleep, crashed &amp; killed cyclist (Tesla driver was uninjured).  Driver nonetheless sued us saying new car smell made him fall asleep (sigh). Judge didn’t agree."
2021-07-31 17:11:09-04:00,0,@WholeMarsBlog The Tesla AI predictions are swiftly becoming superhuman – its guesses for what it can’t see well feel like ESP. It has a vastly larger training set than any human &amp; thinks only about driving.
2021-07-31 01:16:59-04:00,0,"@SawyerMerritt Tesla policy is never to give in to false claims, even if we would lose, and never to fight true claims, even if we would win."
2021-07-30 13:42:16-04:00,1,@JamesClayton5 @markgurman @tim_cook Cook &amp; I have never spoken or written to each other ever.   There was a point where I requested to meet with Cook to talk about Apple buying Tesla. There were no conditions of acquisition proposed whatsoever.   He refused to meet. Tesla was worth about 6% of today’s value.
2021-07-30 11:34:34-04:00,0,@Teslarati @ResidentSponge Only thing beyond ludicrous is Plaid
2021-07-30 01:31:17-04:00,0,@PPathole @Tesla Exactly
2021-07-30 01:10:56-04:00,1,"@WholeMarsBlog This should be clear to anyone who has experienced the FSD beta evolution.   Self-driving requires solving a major part of real-world AI, so it’s an insanely hard problem, but Tesla is getting it done.   AI Day will be great."
2021-07-29 15:31:23-04:00,0,@AustinTeslaClub @Tesla @FutureJurvetson @TeslaForThe_Win @TeslaNY @EvaFoxU @co_tesla @Gf4Tesla @bentv_sh @gailalfa1 Feels so long ago
2021-07-29 01:44:25-04:00,1,@stevenmarkryan Convincing the best AI talent to join Tesla is the sole goal
2021-07-29 00:52:25-04:00,0,Tesla AI Day August 19th
2021-07-29 00:35:36-04:00,1,@itsALLrisky @Teslarati 🤔
2021-07-28 23:44:31-04:00,0,"@WR4NYGov Haha ok, I will do the Tesla shareholder meeting in a posh British accent"
2021-07-28 23:30:39-04:00,1,"@Teslarati These guys are either shady, 🥜 or both. I mean seriously there’s a long list of companies to pick on before Tesla …"
2021-07-27 15:02:50-04:00,1,"@DimaZeniuk @truth_tesla That’s a low bar. Carmakers have never valued software engineering highly, although VW is trying to change that.   I personally wrote software for 20 years &amp; have huge respect for software engineers. Tesla is on par with best software companies &amp; is leader in real world AI."
2021-07-27 14:53:22-04:00,1,"@truth_tesla Tesla software team is excellent even when compared to the best software companies. This is a big deal, as cars are very much computers on wheels."
2021-07-27 11:34:20-04:00,0,@teslaownersSV @Tesla Great work by Tesla Giga Berlin team &amp; supporting contractors!
2021-07-27 01:50:56-04:00,1,@stevenmarkryan @heydave7 @TeslaPodcast @MartinViecha Fair enough
2021-07-26 20:04:36-04:00,0,"@Gfilche Ships are probably fine with iron cells, but aircraft need very high energy density for good range.   I’m not saying Tesla will do aircraft – we have our hands full with cars &amp; solar/battery power generation – just that max energy density is needed for aircraft."
2021-07-26 05:04:42-04:00,1,"@rich_teer @Tesla We will try. Preferable for Tesla too, as they last so long. Unlike other makers of cars, our goal is *not* to profit from service. Best service is not needing service in the first place."
2021-07-26 00:25:49-04:00,0,@LarryKellogg @DirtyTesla @Tesla That is the acid test
2021-07-25 22:47:34-04:00,0,@FrRonconi @Tesla @JoannMoretti @fogle_shane @JolaBurnett @JeroenBartelse @PawlowskiMario @MargaretSiegien @DigitalColmer @CurieuxExplorer @Shi4Tech @Hana_ElSayyed @anand_narang @kalydeoo Cool
2021-07-25 15:41:58-04:00,1,@Teslarati @KlenderJoey Norway has played a major role in supporting advent of electric vehicles!
2021-07-25 15:32:53-04:00,1,@AaronJoelGeorge @Teslarati @KlenderJoey Length will grow by ~500 ft over time
2021-07-25 15:31:01-04:00,0,"@AaronJoelGeorge @Teslarati @KlenderJoey The building is ~7 stores tall, so each “floor” is double size. Hard to appreciate unless you’re close."
2021-07-25 15:19:49-04:00,1,@Teslarati @KlenderJoey I was at Giga Texas yesterday. Team is making excellent progress. Building will be almost a mile long when complete.
2021-07-25 03:27:48-04:00,1,@Teslarati @KlenderJoey  https://t.co/yaLaJdTv9r
2021-07-25 03:24:34-04:00,0,@BLKMDL3 @arctechinc @Tesla Several improvements coming via V9.1 on Friday at midnight
2021-07-25 01:24:41-04:00,0,@ValaAfshar @Tesla Tesla Giga Shanghai team has done amazing work!
2021-07-24 04:30:10-04:00,1,@WhatsupFranks @Teslarati The comments on this article are funny
2021-07-24 04:22:10-04:00,1,"@Teslarati Large pouch cells undergo significant volumetric changes at high state of charge.  Even so, fire risk is probably less than gasoline cars. There are over 200,000 combustion engine car fires every year in US alone. It’s literally in the name.   https://t.co/uJPlB3IbzQ"
2021-07-23 23:30:30-04:00,1,@AustinTeslaClub @cleantechnica That’s the goal!
2021-07-23 16:28:42-04:00,0,"@TeslaGong @madan3 If Tesla is able to succeed with imported vehicles, then a factory in India is quite likely."
2021-07-23 04:37:48-04:00,0,@SamTwits @MKBHD Tesla Model S Plaid is alien technology
2021-07-22 16:33:39-04:00,1,@teslaownersSV 🤣🤣
2021-07-22 16:29:23-04:00,1,@AustinTeslaClub @RoschetzkyP @Tesla @TeslaNY @TeslaOwnersEBay @TeslaForThe_Win @jchybow @1stMarsColonist @EvaFoxU @heydave7 @gailalfa1 Also lasts much longer than normal roofs &amp; is able to withstand hail &amp; other medium-sized impacts
2021-07-20 18:06:23-04:00,1,"@TesLatino We created our own connector, as there was no standard back then &amp; Tesla was only maker of long range electric cars.   It’s one fairly slim connector for both low &amp; high power charging.   That said, we’re making our Supercharger network open to other EVs later this year."
2021-07-19 00:52:10-04:00,1,@DragTimes @Tesla Nice
2021-07-19 00:16:01-04:00,0,@grimnut @Tesla @WholeMarsBlog @DirtyTesla Haha
2021-07-17 16:21:29-04:00,0,@billycrammer @Tesla Cool!
2021-07-17 03:29:02-04:00,1,@JeffTutorials @TonyTesla4Life @WholeMarsBlog Yes
2021-07-17 03:26:29-04:00,0,"@TonyTesla4Life @WholeMarsBlog Wide beta maybe with FSD rev 10, definitely with rev 11"
2021-07-16 16:10:45-04:00,1,@Teslarati Improving permit approval speed &amp; lowering permit costs for solar would make a big difference
2021-07-16 13:32:10-04:00,1,@TeslaNY Do you even press?
2021-07-16 02:14:24-04:00,1,@AustinTeslaClub @SpaceX @austinbarnard45 @PPathole @TeslaOwnersEBay @bluemoondance74 @teslaownersSV @JohnnaCrider1 @TeslaNY Absolutely!
2021-07-15 02:44:52-04:00,0,@TeslaGong @ajtourville @PPathole @Adamklotz_ @AaronS5_ @crheller @SpaceX Some traffic could just go terminal -&gt; satellite -&gt; satellite -&gt; terminal and never touch the regular Internet
2021-07-14 16:39:51-04:00,1,"@SamTwits @TeslaOwnersEBay @Kristennetten @RationalEtienne @EvaFoxU @JohnnaCrider1 @TeslaChillMode @CodingMark @Model3Owners @WholeMarsBlog @AustinTeslaClub Due to lack of banging, civilization might ended with a whimper! Adult diaper sales growth is much higher than baby diaper sales growth.   https://t.co/eYk3nJNf6s"
2021-07-14 15:34:19-04:00,0,"@SamTwits @TeslaOwnersEBay @Kristennetten @RationalEtienne @EvaFoxU @JohnnaCrider1 @TeslaChillMode @CodingMark @Model3Owners @WholeMarsBlog @AustinTeslaClub This is a major problem! Between civilization ending with a bang or a whimper, this trend suggests the latter."
2021-07-14 14:42:23-04:00,1,@doge_southern @SamTwits @TeslaOwnersEBay @Kristennetten @RationalEtienne @EvaFoxU @JohnnaCrider1 @TeslaChillMode @CodingMark @Model3Owners @WholeMarsBlog @AustinTeslaClub Next baby will be a girl
2021-07-14 14:41:26-04:00,1,@doge_southern @SamTwits @TeslaOwnersEBay @Kristennetten @RationalEtienne @EvaFoxU @JohnnaCrider1 @TeslaChillMode @CodingMark @Model3Owners @WholeMarsBlog @AustinTeslaClub Me too!
2021-07-14 13:25:37-04:00,1,"@TeslaOwnersEBay @Kristennetten @RationalEtienne @EvaFoxU @JohnnaCrider1 @TeslaChillMode @CodingMark @Model3Owners @WholeMarsBlog @AustinTeslaClub I’m trying to set a good example! Population collapse is a much bigger problem than people realize and that’s just for Earth.  Mars has a great need for people, seeing as population is currently zero.  Humans are the custodians of other life on Earth. Let us bring life to Mars!"
2021-07-12 01:00:15-04:00,0,"@DriveTeslaca @EliBurton_ @Tesla Action will follow recognition soon thereafter. Also, call will listen for sirens &amp; alarms."
2021-07-12 00:55:58-04:00,0,"@EliBurton_ @Tesla It will soon capture turn signals, hazards, ambulance/police lights &amp; even hand gestures"
2021-07-10 13:08:51-04:00,0,"@DirtyTesla @vincent13031925 Yeah, goal is to reflect reality, so screen render will become increasingly so"
2021-07-09 20:54:15-04:00,1,"@TeslaGong @PPathole @MattWallace888 It won’t need to reach visa speed, as regulated exchanges will act as de facto second layer.   But the perfect should not be the enemy of the good – it is still good to increase base layer transaction speed &amp; lower base layer transaction cost."
2021-07-09 17:43:33-04:00,1,Tesla Solar Roof + Powerwall in major new housing development in Austin  https://t.co/u7NJAswFW2
2021-07-09 03:43:58-04:00,1,@TeslaNY Sigh
2021-07-08 22:11:00-04:00,0,"@heydave7 Running preproduction software is both work &amp; fun. Beta list was in stasis, as we had many known issues to fix.   Beta 9 addresses most known issues, but there will be unknown issues, so please be paranoid.  Safety is always top priority at Tesla."
2021-07-08 19:32:37-04:00,1,@ElonardoM @WholeMarsBlog @FrenchieEAP @kimpaquette @28delayslater @AIDRIVR @Gfilche @HyperChangeTV @teslaownersSV @RationalEtienne 🤣🤣
2021-07-08 03:28:44-04:00,0,"@teslaownersSV Beta 9 will start uploading at midnight California time on Friday. Bear in mind, it is still just a beta!"
2021-07-08 03:17:57-04:00,0,"@JeffTutorials @agokimpian @Vancity_Tesla @WholeMarsBlog @teslaownersSV Depends on how the limited beta goes. If it goes well, maybe a month or so."
2021-07-08 03:11:33-04:00,1,@agokimpian @Vancity_Tesla @WholeMarsBlog @teslaownersSV Improved FSD screen. Attempting to show the “mind” of the car.
2021-07-08 03:04:03-04:00,1,@WholeMarsBlog @teslaownersSV Saturday
2021-07-08 03:02:21-04:00,1,@teslaownersSV Releasing Beta V9 end of week
2021-07-07 20:24:46-04:00,0,@EZebroni @Tesla Expect rapid improvement with pure vision
2021-07-07 17:31:16-04:00,0,@Tesmanian_com Nikola Tesla was born in Croatia (to Serbian parents)!
2021-07-07 15:46:37-04:00,0,"@TeslaOwnersDE And by 2060, Tesla production will exceed the mass of the Universe!"
2021-07-07 13:43:06-04:00,1,"@weddleandsons @Tesla Working with Weddle and Sons Roofing has been a great collaboration for accelerating Tesla Solar Roof installation!   This is a lot of work, as tens of millions of homes need solar roofs! If you are a roofing company, please consider adding Solar Roof to your offerings."
2021-07-05 07:53:16-04:00,0,@TaiigerBlue @Tesla @omarsultan @pauljamil @WholeMarsBlog @slye @JohnnaCrider1 @teslaownersSV @tesla_raj @Manic_Marge It’s awesome
2021-07-04 05:08:15-04:00,1,@TeslaStars Regen (using motor) braking means brake pads almost never need to be replaced
2021-07-04 03:22:35-04:00,0,@teslaownersSV @Tesla Cool
2021-07-03 00:50:43-04:00,0,"@Model3Owners @Tesla Friday afternoons are usually Tesla design studio time. Cybertruck will be almost exactly what was shown. We’re adding rear wheel steering, so it can do tight turns &amp; maneuver with high agility.  Lot of other great things coming."
2021-07-02 18:14:03-04:00,1,@24_7TeslaNews @teslaownersSV @FelixSchlang Both great
2021-07-02 18:12:53-04:00,1,@teslaownersSV @FelixSchlang Two weeks
2021-07-02 18:10:56-04:00,1,"@teslaownersSV @NatGeo Yes. Long-term, all settings will be in your Tesla app and car will auto adjust."
2021-07-02 10:02:28-04:00,1,"Congrats Tesla Team on over 200,000 car built &amp; delivered in Q2, despite many challenges!!"
2021-07-02 09:58:19-04:00,0,"@CarlosV_Resiste @pcgamer These days, I mostly just play Polytopia, which comes free with every Tesla!  https://t.co/KVpAVS2F8q"
2021-07-02 00:16:20-04:00,0,@Adamklotz_ @mrgreyev @DirtyTesla @Tesla Sure. We can show them live. Eerily realistic. Maybe we should make a game.
2021-07-02 00:10:49-04:00,0,"@mrgreyev @DirtyTesla @Tesla When we need strange training examples, eg half a car on highway, Tesla sim delivers.   Also, accidents on Autopilot are becoming rarer, so we need more close call examples.  For safety tests, Autopilot sees dummy far away. Emergency braking only needed for distracted drivers."
2021-07-02 00:01:38-04:00,0,"@DirtyTesla @Tesla Yeah, it’s next-level &amp; will just keep getting better with more training data from fleet. Tesla sim team is also crushing it."
2021-07-01 04:42:02-04:00,1,"@teslaownersSV @SpaceX I do live in a $50k house, but not this specific one"
2021-06-30 16:26:25-04:00,0,@PPathole @Tesla @SpaceX Basic MRI is easier than it sounds good tbh. High resolution MRI in short time with weak magnetic field is hard.
2021-06-29 00:11:34-04:00,1,"@DirtyTesla Production release update coming this week, which includes raising max speed to 80 mph. Sorry, 75 mph limit was done as precautionary measure. Turned out to be unnecessary."
2021-06-25 18:52:41-04:00,0,"@marcodzo @Tesla Sometimes people think it is performance, but safety is always the primary design requirement for a Tesla"
2021-06-25 08:31:50-04:00,0,"@jpr007 Actually, a great many parts are produced by our suppliers, but Tesla is more vertically integrated than other carmakers"
2021-06-25 06:22:16-04:00,0,"@WholeMarsBlog @teslaownersSV @SpaceX I’m driving “alpha” 9, but we need to fix some obvious issues before releasing beta 9, hopefully next week. FSD subscription capability should be turning on via the Tesla app."
2021-06-25 06:08:05-04:00,1,"@teslaownersSV @SpaceX “It will be like this, but bigger”"
2021-06-23 22:37:21-04:00,1,@TeslaGong @torybruno At least a few years before Starlink revenue is reasonably predictable. Going public sooner than that would be very painful. Will do my best to give long-term Tesla shareholders preference.
2021-06-23 22:03:10-04:00,0,Shout out to the awesome Tesla global team. Thanks for working so hard to make Tesla successful!
2021-06-23 09:59:51-04:00,1,@Teslarati @ResidentSponge ??
2021-06-21 17:41:20-04:00,0,@ashleevance Tesla financing round closed at 6pm Dec 24th 2008 – last hour of last day possible or payroll would’ve bounced 2 days later. I gave Tesla last of my remaining cash from PayPal. Didn’t even own a house or anything sellable.
2021-06-21 15:52:34-04:00,1,"Looking at holding Tesla AI Day in about a month or so. Will go over progress with Tesla AI software &amp; hardware, both training &amp; inference. Purpose is recruiting."
2021-06-20 00:06:16-04:00,1,@teslaownersSV Yeah
2021-06-18 23:09:56-04:00,0,@weddleandsons @Tesla Nice work
2021-06-18 20:18:57-04:00,0,@udonandtempura @Tesla Haha pretty much
2021-06-18 20:17:12-04:00,1,@teslaownersSV True
2021-06-18 19:28:46-04:00,0,"@Tesla Peak acceleration is over 1.2 g’s, which is 20% faster than falling"
2021-06-17 15:30:46-04:00,0,@DonIsiko @eroxer310 @MotorTrend @Tesla True
2021-06-17 15:25:59-04:00,1,@eroxer310 @MotorTrend @Tesla Steam engines are even better!
2021-06-17 15:01:55-04:00,1,@Teslarati @13ericralph31 @NASASpaceflight @thejackbeyer We might use SN16 on a hypersonic flight test
2021-06-16 23:07:54-04:00,0,@DimaZeniuk @Tesla @WholeMarsBlog @dami_kolz @Kristennetten @1stMarsColonist @melaniemadri @daelmor @RationalEtienne @EvaFoxU @AstroJordy @28delayslater It is an honor to work with such talented engineers
2021-06-16 06:01:15-04:00,1,@Teslarati @13ericralph31 I love carbs
2021-06-16 02:32:56-04:00,1,@Aakashy78549221 @tesla_raj Nice
2021-06-16 01:53:17-04:00,0,@RationalEtienne @tesla_raj Maybe we should advertise informationally just so people know stuff like this exists
2021-06-16 01:51:42-04:00,1,@RationalEtienne @tesla_raj Most people have no idea just how good the Tesla air purification system is. Literally 10X better than any other car.
2021-06-16 01:49:58-04:00,1,"@RationalEtienne @tesla_raj Oh man, home hvac that is super energy efficient, quiet &amp; purifies the air would be great. We developed it for the car, but it can be scaled up for home use."
2021-06-16 00:36:21-04:00,0,@tesla_raj New HVAC firmware coming soon that will make it quieter
2021-06-15 15:53:15-04:00,1,"@gmalca @Tesla True, we somewhat overcompensated on Bluetooth antenna capability haha. Will work on turning it down near your destination."
2021-06-13 14:35:54-04:00,1,"@Cointelegraph This is inaccurate. Tesla only sold ~10% of holdings to confirm BTC could be liquidated easily without moving market.  When there’s confirmation of reasonable (~50%) clean energy usage by miners with positive future trend, Tesla will resume allowing Bitcoin transactions."
2021-06-13 14:14:58-04:00,0,@ajtourville Fiber is wound over rotor at high tension load. Machine to do this was made by Tesla Automation.  Carbon sleeve must put copper rotor in compression or it loosens at low temp due to differential thermal expansion.   Preload is also helpful for maintaining precise gap to stator.
2021-06-11 17:25:39-04:00,1,@Teslarati @KlenderJoey At last!
2021-06-11 01:38:32-04:00,0,Order Tesla Model S Plaid at  https://t.co/LuUhICqQEI
2021-06-11 01:21:28-04:00,1,@lexfridman Tesla engineering is awesome!
2021-06-10 18:20:17-04:00,0,@TeslaNY @LVCVA People like it!
2021-06-09 20:25:01-04:00,1,@teslaownersSV Exactly
2021-06-09 15:04:51-04:00,1,"@leastImAlive @PPathole Yeah, sold my houses, except for 1 in Bay Area that’s rented out for events.   Working on sustainable energy for Earth with Tesla &amp; protecting future of consciousness by making life multiplanetary with SpaceX. Also, AI risk mitigation with Neuralink &amp; fixing traffic with Boring."
2021-06-09 14:53:00-04:00,1,"@PPathole Exactly. Only time I sell Tesla stock is when my stock options are expiring &amp; I have no choice.   Btw, I will continue to pay income taxes in California proportionate to my time in state, which is &amp; will be significant."
2021-06-09 14:34:41-04:00,1,@Teslarati Tesla Europe team is doing great!
2021-06-07 18:51:30-04:00,1,@CJ_NFA @WholeMarsBlog @WR4NYGov @Teslarati @stevenmarkryan @28delayslater @garyblack00 @GerberKawasaki @JosephVVallace @SawyerMerritt 🤣🤣
2021-06-07 17:43:04-04:00,1,@Teslaconomics The long-term strength of Tesla will be manufacturing technology
2021-06-06 08:11:18-04:00,1,@LarsEdelmann1 @Jamie_ORourke @Tesla Maybe
2021-06-06 07:39:01-04:00,0,@teslaownersSV The operating costs of a Tesla are also much lower than a gasoline cruiser!
2021-06-02 08:52:04-04:00,0,"@teslaownersSV Thanks :) Seriously, it was so insane! Fud still happening a little, but doesn’t resonate when enough people have the product."
2021-06-02 08:27:02-04:00,1,"@WholeMarsBlog That’s where we get most of our lithium. Also, whereas phone batteries make heavy use of cobalt in cathode, Tesla uses primarily nickel, which is trickier, but has better energy density (range).  Iron cathode cells are now competitive for stationary packs &amp; mid range cars."
2021-06-02 06:50:18-04:00,1,@Teslarati @ResidentSponge  https://t.co/porMpnWtuk
2021-06-02 06:44:34-04:00,1,@teslaownersSV We went public for $3.40/share!
2021-06-02 01:04:50-04:00,1,@Teslarati @Writer_01001101 Sigh
2021-06-01 02:38:00-04:00,0,"@WorldofTesla1 Yeah, new Model S &amp; X have PS5 level entertainment computing power"
2021-05-31 19:27:01-04:00,1,@jeremyjudkins @Ryanth3nerd @Tesla Agreed
2021-05-31 19:19:25-04:00,1,@Ryanth3nerd @Tesla Moving lumbar was removed only in front passenger seat of 3/Y (obv not there in rear seats). Logs showed almost no usage. Not worth cost/mass for everyone when almost never used.  Prices increasing due to major supply chain price pressure industry-wide. Raw materials especially.
2021-05-29 02:46:24-04:00,0,@teslaownersSV @TeslaNY Dark Helmet emotes Plaid well
2021-05-29 02:39:55-04:00,1,@OwenSparks_ @TeslaNY Actually true haha
2021-05-29 02:29:20-04:00,1,"@TeslaNY Basically, our entire product roadmap is from Spaceballs 🤣🤣"
2021-05-29 02:26:56-04:00,1,@TeslaGong Yes
2021-05-27 18:25:40-04:00,0,"@Model3Owners Tesla sure would appreciate changing the law, so that this is not required!"
2021-05-25 21:20:00-04:00,1,@Astro_Elliott @Teslarati @ResidentSponge Aiming to have hot gas thrusters on booster for first orbital flight
2021-05-25 21:15:31-04:00,1,"@Teslarati @ResidentSponge Pure vision Autopilot is now rolling out in North America. There will be an update of this production release in 2 weeks, then FSD beta V9.0 (also pure vision) a week later. FSD subscription will be enabled around the same time."
2021-05-25 21:07:54-04:00,1,@Teslarati @13ericralph31 Exactly 🤣🤣
2021-05-22 19:00:12-04:00,1,"@flcnhvy @thatdogegirl @WhatsupFranks @TeslaGong Becoming multiplanetary is one of the greatest filters. Only now, 4.5 billion years after Earth formed, is it possible.   How long this window to reach Mars remains open is uncertain. Perhaps a long time, perhaps not.   In case it is the latter, we should act now."
2021-05-20 22:33:10-04:00,1,@teslaownersSV This will actually be able to fly very briefly. I always laughed at flying cars &amp; now making one. Fate 🖤 irony haha.
2021-05-20 22:28:13-04:00,0,"@AstroJordy @Tesla We can’t wait to build this crazy truck! It’s a total rethink of vehicle mechanical architecture &amp; production methods, so super hard project, but worthwhile in the end."
2021-05-20 22:24:56-04:00,1,"@BTCsessions @TeslaGong @wintonARK Achieving truly decentralized finance – power to the people – is a noble &amp; important goal.   Layer count depends on projected bandwidth &amp; compute, both rising rapidly, which means single layer network can carry all human transactions in future imo.  For now, Lightning is needed."
2021-05-20 17:15:14-04:00,1,"@TeslaGong @wintonARK Ideally 0.1kWh, calculated as total energy used by system divided by max transaction rate"
2021-05-20 17:13:13-04:00,1,"@BLKMDL3 @TeslaGong @wintonARK Yes, with the SpaceX rocket thruster option package. It will be safe, but very intense. Probably not wise for those with a medical condition – same as a hardcore roller coaster."
2021-05-20 17:06:36-04:00,1,@TeslaGong @wintonARK Bitcoin hashing (aka mining) energy usage is starting to exceed that of medium-sized countries. Almost impossible for small hashers to succeed without those massive economies of scale.
2021-05-20 14:53:11-04:00,0,@TeslaOwnersEBay @AustinTeslaClub @Kristennetten @Tesla @TeslaChillMode @CodingMark @EvaFoxU @RationalEtienne @28delayslater @WholeMarsBlog 🤣🤣
2021-05-20 14:46:25-04:00,0,@heydave7 A longtime Tesla supporter gave me the Doge dollar sticker at Giga Berlin
2021-05-20 10:50:18-04:00,1,@thatdogegirl @WhatsupFranks @TeslaGong Worth reading
2021-05-20 10:24:24-04:00,1,"@WhatsupFranks @TeslaGong Currency is already digital! Decentralized crypto is an attempt to wrest power of currency dilution (pernicious form of taxation) &amp; capital controls from governments. That said, I sure hope the cure is better than the disease!  Mars/AI are essential to passing the great filter/s."
2021-05-20 10:07:02-04:00,1,@xSharknado @DogecoinRise @TeslaGong 🤣🤣
